age,gender,height_m,weight_kg,bmi,BMIPCT,seatbelt,seatbelt2,ride_drunkdriver,drive_drunk,drive_text,carried_weapon,unsafe_school,bullied,sad,days_smoke,days_drink
16,female,1.68,97.52,34.6,98.17,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,female,1.63,53.07,20,40.54,most of the time,otherwise,yes,0 times,0 days,no,no,no,no,0,0
16,female,1.6,56.7,22.1,66.73,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,male,1.7,65.77,22.8,72.36,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.85,81.65,23.9,75.73,most of the time,otherwise,yes,0 times,0 days,no,no,no,no,0,1
17,female,1.63,65.77,24.8,81.94,always,otherwise,no,0 times,all 30 days,yes,no,no,yes,12,7
17,male,1.8,77.11,23.8,75.26,never,never,no,2 or 3 times,all 30 days,no,no,no,yes,0,10
17,female,1.65,77.11,28.3,92.81,always,otherwise,no,0 times,1 or 2 days,no,no,no,no,0,0
17,female,1.52,44.45,19.2,24.47,always,otherwise,no,0 times,0 days,no,no,no,yes,0,0
17,female,1.57,53.52,21.7,57.63,always,otherwise,yes,0 times,6 to 9 days,no,no,no,no,0,2
16,female,1.78,53.98,17,5.29,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,female,1.6,51.26,20,35.49,always,otherwise,no,not drive,not drive,no,no,no,no,0,1
17,female,1.6,72.58,28.4,92.86,always,otherwise,no,0 times,0 days,no,no,no,no,9,6
17,female,1.63,52.62,19.8,32.39,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
17,female,1.7,63.5,22,60.52,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.73,59.88,20,27.41,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.68,61.24,21.7,52.09,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.88,113.4,32.1,98.22,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.6,68.04,26.6,90.38,always,otherwise,yes,0 times,0 days,no,no,yes,no,0,0
17,female,1.73,79.38,26.5,88.78,sometimes,otherwise,no,not drive,not drive,no,no,yes,yes,0,0
17,female,1.57,58.97,23.9,77.2,rarely,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,female,1.63,53.07,20,34.79,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,female,1.55,54.43,22.7,67.36,always,otherwise,no,0 times,0 days,no,no,no,yes,0,2
17,female,1.63,62.6,23.6,74.74,always,otherwise,no,0 times,0 days,no,no,yes,no,0,0
17,female,1.55,55.34,23,70.67,always,otherwise,no,0 times,1 or 2 days,no,yes,no,no,0,1
16,female,1.55,54.43,22.7,71.25,always,otherwise,no,0 times,0 days,no,no,yes,no,0,0
15,female,1.73,63.5,21.2,62.48,always,otherwise,no,not drive,not drive,no,no,yes,no,0,0
15,female,1.6,56.7,22.1,71.41,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,female,1.68,58.97,20.9,52.85,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.7,52.16,18,20.13,most of the time,otherwise,no,not drive,not drive,yes,yes,no,no,6,17
15,female,1.7,56.7,19.6,42.36,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
15,female,1.65,75.75,27.8,94.12,never,never,no,0 times,0 days,no,no,no,yes,0,0
15,female,1.63,56.25,21.2,61.99,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,female,1.5,53.52,23.8,79.28,always,otherwise,no,not drive,not drive,no,no,yes,yes,0,0
16,male,1.65,62.6,23,74.47,always,otherwise,yes,0 times,0 days,no,no,no,no,0,0
16,male,1.88,74.84,21.2,54.2,always,otherwise,no,0 times,0 days,yes,no,no,no,0,0
15,male,1.68,49.9,17.7,12.92,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,male,1.68,65.77,23.3,77.01,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.8,73.03,22.5,76.82,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.68,58.06,20.6,55.56,always,otherwise,no,not drive,not drive,no,no,no,no,0,1
16,female,1.65,87.09,32,97.15,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,female,1.7,86.18,29.8,95.59,rarely,otherwise,no,0 times,0 days,yes,no,no,no,0,0
16,female,1.7,77.11,26.7,90.69,always,otherwise,yes,0 times,3 to 5 days,yes,no,yes,yes,0,2
17,female,1.7,53.52,18.5,15.3,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,female,1.6,53.07,20.7,56.96,always,otherwise,yes,not drive,not drive,no,no,no,yes,0,0
15,female,1.6,90.72,35.4,98.67,most of the time,otherwise,no,0 times,0 days,no,no,yes,no,0,0
16,male,1.73,56.7,18.9,21.17,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.65,65.77,24.2,82.84,most of the time,otherwise,no,0 times,0 days,yes,no,yes,yes,0,0
15,male,1.78,56.7,17.9,15.55,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,male,1.73,68.04,22.7,72.14,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.88,86.18,24.4,84.12,always,otherwise,no,0 times,0 days,no,no,no,no,3,0
16,male,1.85,65.77,19.2,25.05,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.75,54.43,17.8,14.03,always,otherwise,no,0 times,0 days,no,no,no,yes,0,0
17,male,1.78,49.9,15.7,0.06,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.83,113.4,33.9,99.05,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,female,1.73,58.06,19.4,46.94,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,female,1.55,58.51,24.4,87.72,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.7,65.32,22.6,75,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,female,1.55,68.95,28.7,96.1,always,otherwise,no,not drive,not drive,no,no,no,yes,0,19
15,female,1.47,41.28,19.1,34.95,always,otherwise,yes,0 times,0 days,no,no,no,yes,0,1
14,male,1.75,65.77,21.5,74.22,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,male,1.8,88.45,27.3,96.12,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,male,1.65,47.17,17.3,16.21,always,otherwise,no,not drive,not drive,yes,no,yes,yes,0,0
15,male,1.63,58.97,22.2,73.91,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
14,male,1.7,66.68,23.1,85.23,sometimes,otherwise,no,0 times,0 days,no,no,no,no,0,0
14,male,1.57,48.99,19.9,55.81,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.68,54.43,19.3,36.21,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
15,male,1.73,57.15,19.1,33.2,sometimes,otherwise,no,0 times,0 days,no,no,no,yes,0,0
15,male,1.7,49.9,17.3,8.57,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.73,53.52,17.9,15.38,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,male,1.68,54.43,19.3,47.04,rarely,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,male,1.75,59.42,19.4,38.07,always,otherwise,no,0 times,0 days,yes,no,no,no,0,1
14,female,1.6,79.38,31,97.64,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.65,58.97,21.7,67,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.73,47.17,15.8,1.57,always,otherwise,no,not drive,not drive,no,no,no,yes,0,1
14,female,1.52,52.16,22.6,79.08,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.7,68.95,23.9,82.75,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,female,1.83,65.77,19.6,42.64,rarely,otherwise,no,0 times,0 days,no,no,no,yes,0,1
14,female,1.55,46.72,19.4,47.59,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
14,female,1.73,63.5,21.2,68.39,most of the time,otherwise,no,not drive,not drive,yes,no,yes,no,0,30
15,female,1.57,49.9,20.2,50.87,never,never,no,not drive,not drive,no,no,yes,yes,0,0
15,male,1.65,51.71,19,31.59,most of the time,otherwise,no,0 times,0 days,no,no,yes,yes,0,0
15,male,1.78,49.9,15.7,0.8,rarely,otherwise,no,not drive,not drive,yes,no,no,yes,30,2
14,male,1.6,56.7,22.1,79.62,rarely,otherwise,yes,1 time,0 days,no,yes,yes,yes,2,4
14,male,1.73,68.49,22.9,84.23,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.8,63.5,19.6,41.16,always,otherwise,yes,not drive,not drive,no,no,no,no,0,1
14,male,1.65,58.97,21.7,75.82,always,otherwise,yes,not drive,not drive,yes,no,no,no,0,2
14,male,1.75,63.05,20.6,65.02,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,male,1.68,73.03,25.9,94.11,rarely,otherwise,no,0 times,0 days,yes,no,no,no,0,0
14,male,1.78,74.84,23.6,87.76,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,female,1.7,76.2,26.4,88.32,always,otherwise,no,not drive,not drive,no,no,no,no,0,2
16,female,1.6,66.23,25.9,88.46,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,female,1.73,69.85,23.3,73.09,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,female,1.57,47.63,19.3,25.63,always,otherwise,no,0 times,1 or 2 days,no,no,no,no,2,2
16,female,1.6,71.22,27.8,93.01,most of the time,otherwise,no,0 times,0 days,no,no,yes,yes,2,1
16,female,1.75,72.58,23.7,78.75,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.78,65.77,20.8,38.53,rarely,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.73,54.89,18.3,13.46,always,otherwise,no,not drive,not drive,no,no,no,no,1,0
17,male,1.7,61.24,21.2,44.91,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,male,1.68,68.04,24.1,82.54,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.75,65.77,21.5,49.01,always,otherwise,yes,2 or 3 times,10 to 19 days,no,no,no,no,23,4
17,male,1.83,87.09,26,88.32,always,otherwise,no,not drive,not drive,no,no,yes,yes,0,0
17,male,1.93,71.67,19.2,17.03,always,otherwise,no,0 times,0 days,no,no,no,no,0,3
17,male,1.73,63.5,21.2,45.3,always,otherwise,no,0 times,3 to 5 days,no,no,yes,yes,0,4
17,female,1.68,61.24,21.7,57.45,most of the time,otherwise,no,0 times,1 or 2 days,no,no,no,yes,25,0
17,female,1.63,51.26,19.3,25.21,most of the time,otherwise,no,0 times,0 days,no,no,no,yes,0,1
17,female,1.68,65.77,23.3,72.82,always,otherwise,no,0 times,0 days,no,no,yes,yes,0,0
17,female,1.63,90.72,34.1,97.69,most of the time,otherwise,no,0 times,all 30 days,yes,no,no,no,0,8
17,female,1.73,86.18,28.8,93.55,always,otherwise,no,0 times,all 30 days,no,no,no,yes,0,3
15,female,1.73,78.93,26.4,91.48,most of the time,otherwise,no,not drive,not drive,no,no,yes,yes,0,6
16,female,1.65,61.69,22.7,71.28,always,otherwise,no,0 times,0 days,no,no,yes,no,0,3
16,female,1.63,50.8,19.1,28.36,always,otherwise,no,0 times,0 days,no,no,yes,no,0,0
15,female,1.75,56.7,18.5,26.49,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,female,1.57,63.5,25.8,88.11,always,otherwise,yes,not drive,not drive,no,no,no,no,0,0
16,female,1.57,76.66,31.1,96.62,rarely,otherwise,no,not drive,not drive,no,no,yes,yes,8,0
16,female,1.57,77.11,31.3,96.74,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,male,1.83,74.84,22.3,68.33,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,male,1.68,92.99,32.9,98.75,always,otherwise,no,0 times,0 days,no,no,yes,no,0,0
16,male,1.75,94.8,31,97.94,always,otherwise,no,not drive,not drive,no,yes,no,no,0,0
16,male,1.73,74.84,25,87.17,always,otherwise,yes,0 times,0 days,no,no,yes,yes,0,0
15,male,1.65,54.43,20,47.22,always,otherwise,no,not drive,not drive,yes,no,no,no,0,0
16,male,1.78,58.97,18.6,16.74,always,otherwise,no,not drive,not drive,yes,no,no,no,9,10
16,male,1.73,59.88,20,37.03,most of the time,otherwise,no,0 times,0 days,yes,no,no,yes,30,30
14,female,1.63,45.36,17.1,14.39,most of the time,otherwise,no,not drive,not drive,no,no,yes,no,0,0
14,female,1.55,49.9,20.8,63.89,sometimes,otherwise,no,not drive,not drive,yes,no,no,no,0,3
15,female,1.7,97.07,33.6,98.21,always,otherwise,no,not drive,not drive,no,no,yes,yes,0,2
14,female,1.68,48.54,17.2,15.88,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.55,47.63,19.8,45.23,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.83,79.38,23.7,79.95,most of the time,otherwise,no,not drive,not drive,no,yes,no,yes,0,0
15,male,1.68,57.61,20.4,53.34,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.65,69.4,25.5,91.5,always,otherwise,no,not drive,not drive,no,no,yes,yes,30,9
15,male,1.75,65.77,21.5,66.76,most of the time,otherwise,no,not drive,not drive,no,no,yes,no,0,0
16,male,1.68,55.79,19.8,33.33,always,otherwise,yes,0 times,0 days,no,yes,no,yes,0,0
15,male,1.7,58.97,20.4,53.25,most of the time,otherwise,yes,0 times,0 days,yes,no,no,no,0,1
15,male,1.57,44,17.9,14.98,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,male,1.75,77.11,25.2,84.51,always,otherwise,yes,not drive,not drive,no,no,no,yes,0,2
15,male,1.75,86.18,28.1,96.24,most of the time,otherwise,no,not drive,not drive,yes,no,no,no,0,0
16,male,1.75,136.08,44.4,99.82,never,never,no,not drive,not drive,no,yes,yes,yes,0,0
15,male,1.78,58.97,18.6,25.66,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,male,1.68,70.31,24.9,86.75,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.65,86.18,31.7,97.46,sometimes,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.57,53.07,21.5,65.72,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.57,39.92,16.2,3.16,sometimes,otherwise,yes,not drive,not drive,yes,yes,yes,yes,5,11
15,female,1.5,61.24,27.2,93.16,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,female,1.6,54.43,21.3,57.32,always,otherwise,yes,not drive,not drive,no,no,yes,no,0,0
16,female,1.6,63.5,24.8,84.5,sometimes,otherwise,yes,not drive,not drive,no,no,yes,no,0,0
15,female,1.68,56.7,20.1,48.82,most of the time,otherwise,no,not drive,not drive,no,no,yes,no,0,0
15,female,1.6,51.26,20,47.94,most of the time,otherwise,yes,not drive,not drive,no,no,no,yes,0,7
16,female,1.9,49.9,13.8,0,always,otherwise,no,0 times,0 days,no,no,no,yes,0,0
16,male,1.68,64.41,22.8,72.94,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.7,63.5,22,64.23,always,otherwise,no,not drive,not drive,no,no,yes,no,0,2
15,male,1.8,58.97,18.2,19.64,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,male,1.65,68.04,25,89.97,rarely,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.73,48.54,16.2,0.7,always,otherwise,yes,not drive,not drive,no,no,yes,no,0,0
15,male,1.73,62.14,20.8,58.13,always,otherwise,no,0 times,0 days,no,no,yes,no,0,0
14,female,1.63,47.63,17.9,25.59,most of the time,otherwise,yes,not drive,not drive,no,no,yes,no,0,1
14,female,1.52,52.16,22.6,79.08,most of the time,otherwise,yes,not drive,not drive,no,no,no,no,3,1
14,female,1.55,53.52,22.3,77.09,most of the time,otherwise,no,not drive,not drive,no,no,yes,no,0,0
14,female,1.65,65.77,24.2,87,always,otherwise,no,0 times,0 days,no,no,no,yes,0,0
14,male,1.73,54.43,18.2,29.23,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,male,1.78,60.78,19.2,45.44,most of the time,otherwise,no,0 times,0 days,no,no,yes,yes,0,0
14,male,1.6,59.42,23.2,85.92,rarely,otherwise,no,not drive,not drive,no,no,yes,no,0,0
14,male,1.63,49.44,18.6,36.13,always,otherwise,yes,0 times,0 days,no,no,no,no,0,0
14,male,1.75,49.9,16.3,5.34,always,otherwise,no,not drive,not drive,no,yes,yes,yes,0,0
14,male,1.7,62.14,21.5,74.45,always,otherwise,no,0 times,0 days,no,no,no,no,0,9
14,male,1.5,44,19.6,51.17,most of the time,otherwise,no,0 times,0 days,no,no,yes,no,30,30
16,male,1.68,40.82,14.5,0,sometimes,otherwise,no,not drive,not drive,no,yes,yes,yes,0,0
15,male,1.73,54.43,18.2,19.44,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,female,1.6,68.49,26.8,90.86,rarely,otherwise,no,not drive,not drive,no,no,no,yes,0,0
16,female,1.6,74.84,29.2,94.99,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,female,1.6,51.71,20.2,37.97,most of the time,otherwise,no,0 times,1 or 2 days,no,no,no,no,0,0
16,female,1.65,49.9,18.3,17.75,most of the time,otherwise,no,not drive,not drive,no,no,yes,yes,0,0
17,female,1.6,52.16,20.4,40.44,always,otherwise,yes,0 times,0 days,no,no,no,no,0,0
16,female,1.63,57.61,21.7,62.03,always,otherwise,no,0 times,0 days,no,no,no,yes,0,0
17,female,1.6,52.16,20.4,40.44,sometimes,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,female,1.52,56.7,24.5,83.3,most of the time,otherwise,yes,not drive,not drive,no,no,no,yes,0,1
17,male,1.6,53.52,20.9,40.74,always,otherwise,yes,not drive,not drive,no,no,no,no,0,0
17,male,1.7,61.24,21.2,44.91,most of the time,otherwise,no,0 times,1 or 2 days,no,no,no,no,0,0
17,male,1.78,71.22,22.5,62.04,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.83,61.69,18.4,8.41,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.88,79.38,22.5,61.82,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,male,1.8,70.31,21.7,52.12,always,otherwise,no,0 times,1 or 2 days,no,no,no,no,0,0
17,male,1.85,70.31,20.5,35.33,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.85,95.26,27.8,93.66,always,otherwise,no,0 times,10 to 19 days,no,no,no,no,0,5
17,male,1.68,78.47,27.8,93.59,always,otherwise,yes,1 time,all 30 days,no,no,no,no,0,2
16,male,1.78,58.97,18.6,16.74,always,otherwise,no,0 times,0 days,no,no,no,no,16,3
17,male,1.7,68.04,23.5,73.06,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,female,1.6,77.11,30.1,95.17,always,otherwise,yes,0 times,0 days,no,no,no,no,0,0
17,female,1.55,48.54,20.2,38.04,always,otherwise,no,not drive,not drive,no,no,no,yes,0,6
17,female,1.5,62.14,27.6,91.49,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,female,1.68,61.24,21.7,57.45,most of the time,otherwise,no,0 times,1 or 2 days,no,no,yes,yes,13,7
17,female,1.63,64.41,24.2,79.16,always,otherwise,no,0 times,10 to 19 days,no,no,no,no,30,1
17,female,1.57,48.54,19.7,30.79,always,otherwise,no,0 times,0 days,no,no,no,no,1,0
16,female,1.55,70.31,29.3,95.02,always,otherwise,no,not drive,not drive,no,no,yes,yes,0,2
16,female,1.75,76.66,25,85.46,sometimes,otherwise,no,0 times,0 days,no,no,yes,no,0,0
14,female,1.5,58.97,26.2,92.71,rarely,otherwise,no,0 times,0 days,no,no,no,no,0,0
15,female,1.47,43.09,19.9,46.82,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,female,1.7,61.24,21.2,56.48,always,otherwise,yes,0 times,0 days,no,no,no,yes,0,3
15,female,1.63,46.72,17.6,14.41,most of the time,otherwise,yes,not drive,not drive,no,yes,yes,yes,2,1
16,female,1.6,78.93,30.8,96.43,most of the time,otherwise,no,0 times,0 days,no,no,no,yes,1,6
15,female,1.6,57.61,22.5,74.26,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,female,1.6,63.5,24.8,82.19,always,otherwise,no,0 times,6 to 9 days,no,no,yes,yes,0,7
16,female,1.55,44,18.3,17.57,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,female,1.7,76.2,26.4,89.89,always,otherwise,yes,not drive,not drive,no,yes,no,yes,4,2
15,male,1.63,58.97,22.2,73.91,sometimes,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.88,72.58,20.5,45.04,sometimes,otherwise,no,not drive,not drive,no,no,no,yes,0,0
16,male,1.75,58.97,19.3,25.61,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.8,88.91,27.4,94.26,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,male,1.73,66.68,22.3,67.62,rarely,otherwise,no,not drive,not drive,no,yes,yes,yes,0,0
16,male,1.78,97.52,30.8,97.84,sometimes,otherwise,no,0 times,all 30 days,no,no,yes,no,0,2
16,male,1.8,62.6,19.3,26.58,most of the time,otherwise,yes,0 times,0 days,no,no,yes,yes,0,0
17,male,1.83,53.98,16.1,0.17,always,otherwise,no,0 times,0 days,no,no,yes,yes,0,0
17,male,1.85,58.97,17.2,1.77,most of the time,otherwise,no,0 times,0 days,no,no,yes,yes,0,0
16,male,1.7,61.24,21.2,54.41,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,male,1.83,64.41,19.2,25.29,rarely,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,male,1.73,71.22,23.8,80.58,rarely,otherwise,no,0 times,6 to 9 days,no,no,no,no,0,0
17,male,1.73,72.58,24.3,78.75,most of the time,otherwise,no,0 times,0 days,yes,no,no,no,0,0
17,male,1.8,90.72,28,93.99,sometimes,otherwise,no,not drive,not drive,no,no,no,yes,17,2
16,male,1.75,81.65,26.7,92.62,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,male,1.83,72.58,21.7,60.66,always,otherwise,no,not drive,not drive,no,no,no,no,0,1
17,male,1.75,71.22,23.3,70.38,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,female,1.96,68.04,17.7,10.82,sometimes,otherwise,no,0 times,0 days,no,no,no,no,0,2
17,female,1.68,68.04,24.1,78.35,always,otherwise,no,not drive,not drive,no,no,no,no,1,4
16,female,1.63,87.09,32.8,97.54,always,otherwise,no,0 times,0 days,no,no,no,yes,0,0
15,female,1.63,65.77,24.8,86.69,always,otherwise,no,not drive,not drive,no,no,yes,yes,0,0
16,female,1.55,57.61,24,80.39,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,female,1.73,70.76,23.6,78.4,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,male,1.78,86.18,27.2,92.19,always,otherwise,no,0 times,0 days,yes,no,no,no,0,5
17,male,1.75,70.31,23,67.39,most of the time,otherwise,no,not drive,not drive,no,no,no,yes,0,0
17,male,1.88,97.52,27.6,93.13,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.83,71.22,21.3,46.02,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,female,1.55,45.36,18.9,19.72,always,otherwise,no,0 times,0 days,no,no,no,yes,0,0
17,female,1.68,82.56,29.3,94.18,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
14,male,1.7,75.75,26.2,94.68,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,male,1.52,36.29,15.7,2.12,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,male,1.6,46.27,18.1,27.42,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,male,1.78,61.24,19.3,47.72,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,female,1.65,49.9,18.3,31.42,sometimes,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,female,1.57,51.26,20.8,64.16,most of the time,otherwise,yes,not drive,not drive,yes,no,no,yes,0,0
15,female,1.57,48.54,19.7,43.38,always,otherwise,no,not drive,not drive,no,no,no,yes,0,0
15,female,1.6,57.61,22.5,74.26,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
15,female,1.57,44.91,18.2,22.41,always,otherwise,no,0 times,0 days,no,no,no,yes,0,0
14,female,1.57,52.62,21.3,69.61,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
14,female,1.65,68.04,25,89.79,sometimes,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,female,1.68,56.7,20.1,42.15,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,female,1.7,61.69,21.3,53.27,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,female,1.57,42.64,17.3,7.17,sometimes,otherwise,no,0 times,0 days,no,no,no,no,0,0
16,female,1.6,46.72,18.3,16.78,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,female,1.55,45.81,19.1,22.16,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,female,1.63,68.04,25.6,85.71,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,female,1.52,43.55,18.8,19.33,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,8
16,female,1.63,49.9,18.8,23.65,most of the time,otherwise,yes,not drive,not drive,no,no,no,no,0,0
17,female,1.7,67.13,23.2,72.24,always,otherwise,no,0 times,3 to 5 days,no,no,no,no,1,5
17,male,1.83,82.56,24.7,81.47,always,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.8,63.5,19.6,21.67,most of the time,otherwise,no,not drive,not drive,no,no,yes,no,0,2
17,male,1.7,61.24,21.2,44.91,always,otherwise,yes,not drive,not drive,no,no,no,no,0,2
16,male,1.83,68.04,20.3,41.76,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.78,66.23,20.9,40.69,rarely,otherwise,yes,4 or 5 times,1 or 2 days,no,no,no,no,0,3
16,male,1.8,77.57,23.9,81.52,most of the time,otherwise,no,0 times,1 or 2 days,no,yes,yes,yes,0,0
17,male,1.73,73.94,24.7,81.79,most of the time,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,male,1.85,59.88,17.5,2.69,most of the time,otherwise,no,0 times,1 or 2 days,no,no,no,no,0,1
17,male,1.78,65.77,20.8,38.53,rarely,otherwise,no,0 times,1 or 2 days,no,no,no,no,0,0
16,male,1.75,68.04,22.2,66.95,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,male,2.11,134.72,30.3,97.02,sometimes,otherwise,no,6 or more times,all 30 days,yes,yes,no,yes,0,4
15,male,1.73,86.18,28.8,96.87,sometimes,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,female,1.57,53.07,21.5,55.5,always,otherwise,no,not drive,not drive,no,no,no,no,0,0
16,female,1.5,42.18,18.7,23.18,sometimes,otherwise,no,0 times,0 days,no,no,no,no,0,0
17,female,1.68,52.16,18.5,14.86,always,otherwise,no,0 times,0 days,no,no,no,no,0,1
17,female,1.63,65.77,24.8,81.94,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,3
17,female,1.57,54.43,22.1,61.69,most of the time,otherwise,no,not drive,not drive,no,no,no,no,0,0
17,female,1.6,68.04,26.6,88.94,always,otherwise,no,not drive,not drive,no,no,no,yes,0,2
17,female,1.63,60.78,22.9,69.33,always,otherwise,no,0 times,10 to 19 days,no,no,no,no,0,12
